ItemID,Category,ItemName,Vendor,Location,Status,Quantity,UnitCost,TotalValue,ReorderPoint,ReorderQuantity,LeadTimeDays,LastOrderDate,PurchaseDate,WarrantyMonths,Department
ITEM1367,Headsets,Lenovo Headsets 5324,Lenovo,HQ-Warehouse,In Transit,23,1104,25392,23,45,15,2024-09-06,2024-06-27,36,HR
ITEM1368,Webcams,Samsung Webcams 8197,Samsung,Branch-Seattle,Out of Stock,0,1446,0,15,50,26,2024-07-12,2022-07-03,12,Sales
ITEM1369,Webcams,LG Webcams 1123,LG,Branch-Chicago,In Stock,84,1031,86604,10,48,23,2024-08-29,2024-08-28,12,HR
ITEM1370,Webcams,Logitech Webcams 3821,Logitech,Branch-LA,Allocated,94,288,27072,9,47,11,2024-03-29,2023-11-22,12,Sales
ITEM1371,Webcams,Logitech Webcams 1717,Logitech,Remote-Stock,Obsolete,92,1606,147752,15,40,18,2024-01-27,2023-10-13,48,Operations
ITEM1372,Webcams,LG Webcams 4477,LG,HQ-Warehouse,Out of Stock,0,1577,0,7,51,29,2024-08-31,2024-03-09,24,Engineering
ITEM1373,Webcams,Microsoft Webcams 5485,Microsoft,Branch-LA,Allocated,36,465,16740,8,56,12,2024-05-23,2023-06-03,24,Sales
ITEM1374,Webcams,HP Webcams 9082,HP,Remote-Stock,Obsolete,61,1872,114192,10,21,19,2024-04-24,2024-05-23,48,HR
ITEM1375,Webcams,Microsoft Webcams 8429,Microsoft,Branch-LA,In Stock,9,297,2673,18,32,22,2024-07-01,2024-08-15,48,Operations
ITEM1376,Webcams,HP Webcams 6299,HP,Branch-LA,Allocated,54,208,11232,17,67,32,2024-09-22,2022-10-01,36,Marketing
ITEM1377,Webcams,Microsoft Webcams 4439,Microsoft,Branch-NY,Under Repair,51,1369,69819,23,49,22,2024-08-28,2024-09-09,24,Marketing
ITEM1378,Webcams,HP Webcams 4269,HP,Branch-NY,Under Repair,11,1885,20735,16,60,6,2024-04-12,2023-02-27,24,Sales
ITEM1379,Webcams,Dell Webcams 4192,Dell,Remote-Stock,Out of Stock,0,1514,0,5,31,15,2024-10-20,2024-08-22,12,Engineering
ITEM1380,Webcams,Dell Webcams 9740,Dell,Branch-NY,Obsolete,2,1576,3152,22,36,27,2024-06-20,2023-06-28,48,IT
ITEM1381,Webcams,Microsoft Webcams 9968,Microsoft,HQ-Warehouse,Allocated,73,575,41975,21,45,29,2024-09-30,2022-04-08,48,HR
ITEM1382,Webcams,Microsoft Webcams 4090,Microsoft,HQ-Warehouse,Allocated,79,1648,130192,19,26,9,2024-07-25,2024-07-05,36,IT
ITEM1383,Webcams,HP Webcams 9880,HP,Branch-Chicago,Allocated,79,1915,151285,15,69,25,2024-10-06,2024-03-09,48,Finance
ITEM1384,Webcams,HP Webcams 3238,HP,Branch-NY,Obsolete,40,549,21960,22,61,25,2024-09-28,2023-04-17,36,HR
ITEM1385,Webcams,Dell Webcams 2356,Dell,Branch-NY,Under Repair,100,484,48400,15,45,21,2024-01-13,2022-11-11,48,IT
ITEM1386,Webcams,Cisco Webcams 2822,Cisco,Branch-NY,In Transit,3,134,402,9,40,25,2024-09-12,2022-10-07,48,HR
ITEM1387,Webcams,Samsung Webcams 5927,Samsung,Branch-LA,In Stock,1,638,638,18,33,30,2024-01-14,2023-01-19,48,Operations
ITEM1388,Webcams,HP Webcams 5604,HP,Branch-NY,In Stock,31,2022,62682,15,21,27,2024-10-06,2023-08-11,24,Engineering
ITEM1389,Webcams,Samsung Webcams 8660,Samsung,Remote-Stock,Allocated,15,114,1710,23,49,16,2024-02-01,2023-02-18,48,Marketing
ITEM1390,Webcams,Apple Webcams 5447,Apple,Branch-LA,In Transit,100,528,52800,20,64,9,2024-02-10,2023-07-13,12,Marketing
ITEM1391,Webcams,Microsoft Webcams 6566,Microsoft,Branch-Seattle,Under Repair,58,1249,72442,17,54,29,2024-01-10,2023-02-21,36,Engineering
ITEM1392,Webcams,ASUS Webcams 1705,ASUS,Branch-LA,Under Repair,9,774,6966,10,57,16,2024-05-02,2023-07-28,12,Engineering
ITEM1393,Webcams,Logitech Webcams 4879,Logitech,Branch-LA,In Transit,25,1275,31875,13,32,32,2024-04-19,2023-12-13,36,IT
ITEM1394,Webcams,Lenovo Webcams 7792,Lenovo,Branch-NY,Under Repair,27,140,3780,22,29,29,2024-05-21,2022-01-12,12,Sales
ITEM1395,Webcams,ASUS Webcams 9509,ASUS,Branch-Seattle,In Stock,31,2016,62496,14,40,20,2024-09-11,2024-04-10,24,Marketing
ITEM1396,Webcams,LG Webcams 9703,LG,Branch-Seattle,Allocated,61,843,51423,22,23,22,2024-08-04,2024-08-04,48,IT
ITEM1397,Webcams,Logitech Webcams 6366,Logitech,Branch-Seattle,In Stock,53,234,12402,10,40,27,2024-07-11,2024-08-10,12,Sales
ITEM1398,Webcams,Logitech Webcams 7367,Logitech,Branch-LA,In Transit,43,1427,61361,8,30,22,2024-04-16,2022-07-02,24,IT
ITEM1399,Webcams,Lenovo Webcams 5417,Lenovo,Branch-LA,Under Repair,21,668,14028,22,61,18,2024-10-26,2023-07-26,12,Marketing
ITEM1400,Webcams,HP Webcams 1049,HP,Branch-NY,In Transit,5,1478,7390,6,46,7,2024-08-04,2022-05-14,36,Finance
ITEM1401,Docking Stations,Dell Docking Stations 7968,Dell,Branch-LA,In Stock,54,774,41796,13,49,20,2024-01-14,2023-12-17,12,Operations
ITEM1402,Docking Stations,Dell Docking Stations 7899,Dell,Branch-Chicago,In Stock,62,1793,111166,16,55,23,2024-09-05,2022-11-24,48,IT
ITEM1403,Docking Stations,Dell Docking Stations 6908,Dell,Branch-NY,In Stock,27,254,6858,15,66,28,2024-06-25,2023-09-29,36,HR
ITEM1404,Docking Stations,Dell Docking Stations 8296,Dell,Remote-Stock,Obsolete,86,1317,113262,13,35,10,2024-07-27,2024-03-28,48,Sales
ITEM1405,Docking Stations,HP Docking Stations 1074,HP,Branch-Seattle,Allocated,56,874,48944,18,68,30,2024-05-27,2023-11-03,36,HR
ITEM1406,Docking Stations,LG Docking Stations 2084,LG,Branch-LA,Under Repair,59,895,52805,14,63,29,2024-03-29,2024-06-26,48,Sales
ITEM1407,Docking Stations,HP Docking Stations 9046,HP,Branch-LA,Allocated,92,1959,180228,19,48,8,2024-06-03,2022-10-12,48,Marketing
ITEM1408,Docking Stations,Dell Docking Stations 7395,Dell,Remote-Stock,In Transit,92,203,18676,6,35,32,2024-06-09,2022-03-17,36,IT
ITEM1409,Docking Stations,Samsung Docking Stations 4748,Samsung,Branch-Chicago,In Stock,3,1373,4119,5,62,32,2024-05-16,2022-04-26,12,Sales
ITEM1410,Docking Stations,ASUS Docking Stations 1787,ASUS,Remote-Stock,In Stock,50,492,24600,6,44,22,2024-03-21,2023-08-20,48,Sales
ITEM1411,Docking Stations,LG Docking Stations 3401,LG,Branch-NY,Out of Stock,0,1208,0,17,64,25,2024-10-16,2022-08-19,36,IT
ITEM1412,Docking Stations,HP Docking Stations 3190,HP,Branch-LA,Under Repair,1,548,548,8,57,24,2024-05-27,2022-01-13,24,Engineering
ITEM1413,Docking Stations,Samsung Docking Stations 5480,Samsung,Remote-Stock,Allocated,22,940,20680,10,65,15,2024-05-07,2023-02-26,24,IT
ITEM1414,Docking Stations,Samsung Docking Stations 8366,Samsung,Remote-Stock,Allocated,13,780,10140,7,37,5,2024-03-02,2022-04-13,36,Engineering
ITEM1415,Docking Stations,Apple Docking Stations 2651,Apple,Branch-LA,Allocated,11,896,9856,18,55,22,2024-05-27,2024-04-05,36,IT
ITEM1416,Docking Stations,Samsung Docking Stations 4026,Samsung,Remote-Stock,Obsolete,32,491,15712,12,22,22,2024-08-12,2024-02-20,36,Engineering
ITEM1417,Docking Stations,Logitech Docking Stations 1493,Logitech,HQ-Warehouse,Under Repair,16,192,3072,14,37,15,2024-02-06,2023-05-28,12,Operations
ITEM1418,Docking Stations,LG Docking Stations 3494,LG,Branch-Chicago,Out of Stock,0,1530,0,5,69,6,2024-05-13,2022-01-12,36,Operations
ITEM1419,Docking Stations,Logitech Docking Stations 9654,Logitech,Branch-Seattle,In Transit,79,199,15721,6,31,17,2024-08-14,2023-02-24,24,Engineering
ITEM1420,Docking Stations,Lenovo Docking Stations 4443,Lenovo,Branch-NY,Allocated,48,1215,58320,20,29,25,2024-06-13,2023-08-19,48,Sales
ITEM1421,Docking Stations,Logitech Docking Stations 5482,Logitech,Branch-LA,In Stock,13,1187,15431,24,69,16,2024-10-29,2024-08-02,12,Marketing
ITEM1422,Docking Stations,ASUS Docking Stations 7381,ASUS,Remote-Stock,In Stock,21,1404,29484,15,60,27,2024-10-22,2023-10-13,24,Engineering
ITEM1423,Docking Stations,Cisco Docking Stations 6943,Cisco,Branch-NY,Under Repair,100,547,54700,18,30,22,2024-07-21,2022-11-15,24,Finance
ITEM1424,Docking Stations,Cisco Docking Stations 3796,Cisco,Branch-Chicago,In Stock,34,665,22610,12,67,6,2024-02-25,2022-07-17,36,IT
ITEM1425,Docking Stations,ASUS Docking Stations 7074,ASUS,Branch-LA,Under Repair,86,563,48418,8,21,23,2024-04-23,2023-06-16,36,HR
ITEM1426,Docking Stations,LG Docking Stations 5036,LG,Branch-LA,In Stock,26,1413,36738,15,48,12,2024-10-26,2023-11-17,12,Finance
ITEM1427,Docking Stations,Samsung Docking Stations 5070,Samsung,Branch-NY,In Transit,74,968,71632,15,37,18,2024-01-08,2022-10-30,24,IT
ITEM1428,Docking Stations,Microsoft Docking Stations 6477,Microsoft,HQ-Warehouse,In Transit,83,1315,109145,19,31,33,2024-04-02,2022-12-02,48,Engineering
ITEM1429,Docking Stations,Cisco Docking Stations 7046,Cisco,Branch-NY,In Transit,48,838,40224,24,37,10,2024-08-07,2022-03-16,48,Engineering
ITEM1430,Docking Stations,Cisco Docking Stations 6564,Cisco,Branch-LA,Obsolete,6,324,1944,23,64,23,2024-01-26,2024-01-13,24,IT
ITEM1431,Docking Stations,HP Docking Stations 5569,HP,Branch-LA,Under Repair,23,1729,39767,12,33,18,2024-10-12,2024-03-04,48,Sales
ITEM1432,Docking Stations,HP Docking Stations 4288,HP,Branch-Seattle,Allocated,85,379,32215,23,34,34,2024-10-06,2022-09-01,12,Engineering
ITEM1433,Docking Stations,Dell Docking Stations 5236,Dell,HQ-Warehouse,Out of Stock,0,2057,0,6,52,10,2024-01-10,2022-10-17,24,Operations
ITEM1434,Docking Stations,Apple Docking Stations 5916,Apple,Branch-NY,Obsolete,50,1567,78350,17,31,18,2024-07-14,2022-10-10,48,Finance
ITEM1435,Docking Stations,Cisco Docking Stations 6460,Cisco,Branch-Chicago,Allocated,54,300,16200,20,34,22,2024-05-14,2022-06-22,36,Operations
ITEM1436,Docking Stations,Lenovo Docking Stations 7164,Lenovo,Branch-Seattle,Obsolete,40,1595,63800,13,41,29,2024-09-17,2023-08-01,36,Engineering
ITEM1437,Docking Stations,LG Docking Stations 9194,LG,Branch-NY,Out of Stock,0,1388,0,5,29,23,2024-08-17,2024-02-15,24,HR
ITEM1438,Docking Stations,LG Docking Stations 4366,LG,Remote-Stock,Out of Stock,0,291,0,19,34,10,2024-08-10,2022-10-15,36,Operations
ITEM1439,Docking Stations,Microsoft Docking Stations 2125,Microsoft,Branch-LA,In Stock,89,1633,145337,7,39,21,2024-03-16,2023-06-18,12,Sales
ITEM1440,Docking Stations,ASUS Docking Stations 2810,ASUS,HQ-Warehouse,Out of Stock,0,719,0,22,49,18,2024-04-05,2024-04-07,12,Marketing
ITEM1441,Routers,Dell Routers 4929,Dell,Branch-NY,In Transit,99,1514,149886,19,67,8,2024-02-21,2022-04-02,12,IT
ITEM1442,Routers,Cisco Routers 6664,Cisco,Branch-LA,In Transit,33,1206,39798,9,63,17,2024-06-25,2023-05-22,36,IT
ITEM1443,Routers,Logitech Routers 4196,Logitech,Remote-Stock,In Transit,53,1576,83528,12,28,6,2024-08-18,2022-01-27,36,HR
ITEM1444,Routers,Apple Routers 5419,Apple,Branch-LA,Out of Stock,0,1453,0,23,65,8,2024-01-22,2022-12-25,36,Operations
ITEM1445,Routers,HP Routers 6724,HP,Branch-LA,In Stock,8,659,5272,8,45,26,2024-05-16,2022-02-26,12,Engineering
ITEM1446,Routers,Microsoft Routers 1535,Microsoft,Branch-NY,In Transit,33,1212,39996,5,28,10,2024-02-28,2024-07-28,48,HR
ITEM1447,Routers,Logitech Routers 8759,Logitech,Branch-NY,Out of Stock,0,1529,0,7,68,31,2024-07-30,2023-06-09,48,Operations
ITEM1448,Routers,Lenovo Routers 9278,Lenovo,Branch-LA,Under Repair,100,2037,203700,5,52,21,2024-09-18,2023-04-08,12,IT
ITEM1449,Routers,ASUS Routers 4789,ASUS,Branch-LA,Out of Stock,0,1079,0,13,67,26,2024-10-31,2022-07-22,36,HR
ITEM1450,Routers,Cisco Routers 4081,Cisco,Remote-Stock,Out of Stock,0,1440,0,18,26,24,2024-02-25,2024-03-30,24,Finance
ITEM1451,Routers,Cisco Routers 6800,Cisco,Branch-Chicago,Under Repair,33,887,29271,6,46,23,2024-07-31,2024-01-18,48,HR
ITEM1452,Routers,Microsoft Routers 6856,Microsoft,Branch-NY,In Transit,8,648,5184,15,23,7,2024-02-11,2023-04-18,12,IT
ITEM1453,Routers,Logitech Routers 8296,Logitech,Branch-LA,Obsolete,85,687,58395,5,59,14,2024-07-23,2022-11-23,12,Sales
ITEM1454,Routers,Dell Routers 2964,Dell,Remote-Stock,In Transit,2,402,804,13,34,16,2024-04-26,2024-08-25,12,Marketing
ITEM1455,Routers,Logitech Routers 3567,Logitech,Branch-Seattle,Allocated,53,526,27878,6,41,10,2024-05-11,2022-11-24,48,Operations
ITEM1456,Routers,Microsoft Routers 2330,Microsoft,Branch-NY,Out of Stock,0,1250,0,6,28,12,2024-03-16,2023-08-12,48,IT
ITEM1457,Routers,Samsung Routers 1256,Samsung,Branch-Chicago,Obsolete,11,750,8250,21,26,9,2024-11-01,2022-09-30,36,Sales
ITEM1458,Routers,Lenovo Routers 9844,Lenovo,Branch-NY,In Transit,28,271,7588,23,28,25,2024-04-19,2023-08-10,36,Finance
ITEM1459,Routers,Cisco Routers 6677,Cisco,Branch-LA,Out of Stock,0,644,0,10,46,15,2024-10-07,2023-01-22,12,Finance
ITEM1460,Routers,HP Routers 7828,HP,Remote-Stock,Allocated,10,443,4430,7,54,22,2024-03-25,2022-03-29,48,HR
ITEM1461,Routers,Microsoft Routers 2275,Microsoft,Branch-Seattle,In Transit,43,1611,69273,21,61,6,2024-01-10,2022-05-10,36,Marketing
ITEM1462,Routers,HP Routers 1834,HP,Branch-NY,Allocated,2,244,488,11,55,28,2024-01-31,2022-07-13,36,Marketing
ITEM1463,Routers,Cisco Routers 1007,Cisco,Branch-Chicago,Allocated,90,439,39510,20,44,31,2024-06-16,2022-11-29,36,HR
ITEM1464,Routers,ASUS Routers 7699,ASUS,Branch-NY,In Transit,96,1959,188064,16,28,24,2024-06-13,2023-08-12,36,Marketing
ITEM1465,Routers,Logitech Routers 7813,Logitech,Remote-Stock,In Transit,82,1144,93808,14,21,17,2024-08-06,2022-07-18,24,HR
ITEM1466,Routers,LG Routers 8863,LG,Branch-Seattle,In Transit,99,2049,202851,18,34,31,2024-02-20,2022-04-17,36,IT
ITEM1467,Routers,Cisco Routers 4632,Cisco,Branch-Chicago,Out of Stock,0,1528,0,20,68,20,2024-10-15,2023-08-24,24,Operations
ITEM1468,Routers,Dell Routers 6964,Dell,Branch-LA,In Stock,79,1897,149863,18,68,34,2024-10-17,2023-12-23,12,Engineering
ITEM1469,Routers,ASUS Routers 1777,ASUS,HQ-Warehouse,In Stock,68,1901,129268,12,27,12,2024-09-18,2022-07-15,24,Engineering
ITEM1470,Routers,HP Routers 9936,HP,Branch-Chicago,Obsolete,81,428,34668,5,35,10,2024-07-18,2022-06-01,48,Engineering
ITEM1471,Routers,ASUS Routers 3155,ASUS,HQ-Warehouse,Under Repair,57,978,55746,21,32,5,2024-04-05,2023-12-10,12,Operations
ITEM1472,Routers,HP Routers 7055,HP,Branch-NY,In Transit,1,1846,1846,17,40,22,2024-06-18,2022-07-06,12,Marketing
ITEM1473,Routers,LG Routers 3777,LG,Branch-Seattle,In Transit,58,464,26912,12,55,19,2024-05-02,2022-05-16,48,HR
ITEM1474,Routers,Lenovo Routers 8488,Lenovo,Branch-Chicago,Obsolete,5,738,3690,14,27,20,2024-05-30,2022-09-01,36,Sales
ITEM1475,Routers,Samsung Routers 4805,Samsung,Branch-LA,Obsolete,78,1286,100308,16,39,29,2024-07-31,2022-04-15,12,Engineering
ITEM1476,Routers,Dell Routers 5691,Dell,Branch-LA,Allocated,36,1554,55944,12,32,29,2024-01-16,2024-04-06,24,HR
ITEM1477,Routers,Logitech Routers 3465,Logitech,Branch-Seattle,Under Repair,66,286,18876,11,27,26,2024-02-29,2023-02-28,24,Marketing
ITEM1478,Routers,Microsoft Routers 4548,Microsoft,Branch-Chicago,In Transit,84,298,25032,7,43,6,2024-06-18,2022-06-15,12,Engineering
ITEM1479,Routers,HP Routers 3517,HP,Branch-Seattle,Obsolete,61,1831,111691,21,35,9,2024-09-09,2022-02-08,24,Engineering
ITEM1480,Routers,Logitech Routers 7323,Logitech,HQ-Warehouse,Under Repair,54,1745,94230,5,26,18,2024-08-13,2023-08-27,12,Marketing
ITEM1481,Routers,Samsung Routers 9094,Samsung,HQ-Warehouse,In Transit,13,2088,27144,18,61,6,2024-08-31,2022-12-29,24,Sales
ITEM1482,Routers,ASUS Routers 1597,ASUS,HQ-Warehouse,Out of Stock,0,1128,0,14,37,19,2024-03-24,2022-07-28,36,Finance
ITEM1483,Routers,Microsoft Routers 2257,Microsoft,HQ-Warehouse,Allocated,9,298,2682,10,23,12,2024-08-09,2023-03-31,48,Engineering
ITEM1484,Routers,Logitech Routers 4649,Logitech,Branch-NY,In Stock,66,1262,83292,6,28,7,2024-03-16,2023-03-11,24,HR
ITEM1485,Routers,Cisco Routers 8910,Cisco,Branch-NY,Out of Stock,0,431,0,10,41,27,2024-03-06,2023-11-23,12,Engineering
ITEM1486,Routers,Lenovo Routers 9499,Lenovo,Branch-NY,In Transit,53,925,49025,20,63,33,2024-05-22,2024-06-02,36,HR
ITEM1487,Routers,ASUS Routers 3295,ASUS,Branch-Chicago,In Stock,20,914,18280,21,65,13,2024-08-11,2024-03-19,48,HR
ITEM1488,Routers,Dell Routers 9513,Dell,HQ-Warehouse,In Transit,6,1211,7266,21,29,25,2024-05-01,2024-07-23,12,Engineering
ITEM1489,Routers,Apple Routers 8872,Apple,Branch-LA,In Stock,84,1626,136584,24,29,21,2024-02-21,2023-10-10,24,Marketing
ITEM1490,Routers,Apple Routers 1481,Apple,Branch-Seattle,Allocated,30,1993,59790,17,45,34,2024-08-19,2022-12-26,48,HR
ITEM1491,Routers,Microsoft Routers 5987,Microsoft,HQ-Warehouse,Under Repair,79,1497,118263,7,67,14,2024-09-04,2024-04-13,36,Engineering
ITEM1492,Routers,HP Routers 5552,HP,Branch-Chicago,Out of Stock,0,107,0,18,48,25,2024-10-26,2022-08-12,12,Sales
ITEM1493,Routers,Lenovo Routers 7922,Lenovo,Branch-LA,Out of Stock,0,1069,0,16,43,7,2024-05-28,2024-02-21,36,Operations
ITEM1494,Routers,Apple Routers 5255,Apple,Branch-LA,Under Repair,29,1027,29783,19,66,14,2024-08-01,2023-09-15,36,Sales
ITEM1495,Routers,Cisco Routers 1911,Cisco,Branch-Seattle,Out of Stock,0,494,0,15,42,31,2024-09-21,2024-03-30,12,Finance
ITEM1496,Routers,Microsoft Routers 4987,Microsoft,HQ-Warehouse,Obsolete,46,440,20240,7,63,28,2024-02-12,2022-09-16,24,HR
ITEM1497,Routers,HP Routers 4928,HP,Remote-Stock,Out of Stock,0,1360,0,15,32,7,2024-04-05,2024-07-28,12,Engineering
ITEM1498,Routers,HP Routers 1225,HP,Branch-LA,Allocated,38,1140,43320,14,62,26,2024-03-09,2024-03-24,48,Engineering
ITEM1499,Routers,Lenovo Routers 5315,Lenovo,Branch-LA,In Transit,94,206,19364,23,20,15,2024-03-06,2022-09-19,12,Marketing
ITEM1500,Routers,HP Routers 7109,HP,Branch-NY,Obsolete,74,1486,109964,10,53,29,2024-04-24,2023-09-25,24,Marketing
ITEM1501,Routers,HP Routers 6186,HP,Branch-Seattle,In Transit,41,1864,76424,15,25,19,2024-08-28,2024-01-01,36,Marketing
ITEM1502,Routers,Apple Routers 7381,Apple,Branch-NY,Obsolete,100,1935,193500,9,55,18,2024-03-07,2023-02-20,48,HR
ITEM1503,Routers,ASUS Routers 3795,ASUS,HQ-Warehouse,In Transit,79,390,30810,5,68,8,2024-05-09,2022-07-27,12,Marketing
ITEM1504,Routers,Lenovo Routers 3601,Lenovo,Branch-Chicago,Obsolete,61,754,45994,6,52,23,2024-01-06,2024-04-09,48,Finance
ITEM1505,Routers,LG Routers 8394,LG,Branch-Seattle,In Stock,10,2019,20190,11,66,32,2024-09-11,2022-02-03,24,Operations
ITEM1506,Routers,ASUS Routers 7275,ASUS,Branch-Seattle,In Transit,37,399,14763,7,20,31,2024-09-15,2024-05-08,36,HR
ITEM1507,Routers,Lenovo Routers 9126,Lenovo,Branch-Chicago,Obsolete,3,834,2502,5,60,9,2024-04-10,2023-12-05,48,Engineering
ITEM1508,Switches,Dell Switches 3807,Dell,HQ-Warehouse,In Stock,25,620,15500,11,59,34,2024-05-27,2022-02-22,12,IT
ITEM1509,Switches,Apple Switches 1592,Apple,Remote-Stock,Out of Stock,0,1248,0,21,52,5,2024-03-21,2023-02-09,48,Marketing
ITEM1510,Switches,ASUS Switches 4412,ASUS,HQ-Warehouse,Allocated,26,1632,42432,20,59,13,2024-04-03,2022-07-27,12,Sales
ITEM1511,Switches,Apple Switches 1821,Apple,Branch-LA,Under Repair,93,216,20088,12,52,28,2024-01-28,2024-09-24,48,Operations
ITEM1512,Switches,ASUS Switches 8692,ASUS,Branch-LA,Obsolete,2,882,1764,20,40,5,2024-02-09,2022-10-10,24,Marketing
ITEM1513,Switches,Cisco Switches 6339,Cisco,Branch-NY,Obsolete,89,1898,168922,5,62,25,2024-01-15,2022-06-28,24,Operations
ITEM1514,Switches,Apple Switches 4641,Apple,Branch-Chicago,In Stock,83,1854,153882,10,20,30,2024-02-19,2024-01-02,24,Operations
ITEM1515,Switches,HP Switches 7793,HP,Branch-NY,Under Repair,89,1767,157263,14,22,5,2024-09-07,2023-01-06,24,Operations
ITEM1516,Switches,ASUS Switches 6195,ASUS,Branch-NY,Out of Stock,0,1409,0,10,23,6,2024-08-15,2023-01-28,48,Engineering
ITEM1517,Switches,Samsung Switches 8154,Samsung,Branch-Seattle,In Stock,23,371,8533,8,48,23,2024-03-26,2024-01-13,24,HR
ITEM1518,Switches,Logitech Switches 4320,Logitech,Branch-Chicago,Under Repair,85,1690,143650,14,21,30,2024-10-03,2024-05-05,36,Sales
ITEM1519,Switches,ASUS Switches 4927,ASUS,Branch-Chicago,In Transit,54,1806,97524,9,36,32,2024-08-05,2022-09-24,12,Engineering
ITEM1520,Switches,Dell Switches 9519,Dell,Branch-NY,Under Repair,39,833,32487,23,35,23,2024-01-02,2023-03-12,48,Operations
ITEM1521,Switches,Microsoft Switches 1085,Microsoft,Branch-Chicago,Obsolete,95,1895,180025,17,41,17,2024-03-10,2024-08-27,36,Operations
ITEM1522,Switches,Logitech Switches 6825,Logitech,Remote-Stock,In Transit,41,740,30340,17,24,13,2024-09-09,2022-09-30,12,Marketing
ITEM1523,Switches,Dell Switches 1017,Dell,Branch-LA,Under Repair,86,592,50912,13,31,23,2024-10-26,2023-02-23,12,Engineering
ITEM1524,Switches,Microsoft Switches 1398,Microsoft,Branch-NY,Allocated,90,785,70650,10,45,24,2024-08-02,2023-02-24,48,Marketing
ITEM1525,Switches,Dell Switches 3488,Dell,Branch-Chicago,Allocated,56,953,53368,11,32,10,2024-06-11,2024-03-27,48,Marketing
ITEM1526,Switches,HP Switches 7874,HP,Branch-LA,Out of Stock,0,478,0,16,41,32,2024-08-07,2023-05-11,12,Engineering
ITEM1527,Switches,Logitech Switches 4241,Logitech,Branch-Seattle,In Transit,42,793,33306,6,65,32,2024-04-03,2023-01-03,36,Finance
ITEM1528,Switches,Lenovo Switches 1048,Lenovo,Remote-Stock,Out of Stock,0,1000,0,7,57,31,2024-02-15,2022-01-16,12,Operations
ITEM1529,Switches,Logitech Switches 2045,Logitech,Branch-Seattle,Allocated,81,1656,134136,17,62,7,2024-02-26,2022-11-08,36,IT
ITEM1530,Switches,Lenovo Switches 5951,Lenovo,Branch-Chicago,In Transit,43,630,27090,16,67,30,2024-04-12,2023-07-28,48,Operations
ITEM1531,Switches,Logitech Switches 3496,Logitech,Branch-Chicago,In Stock,10,1381,13810,17,31,7,2024-08-08,2024-03-06,48,Sales
ITEM1532,Switches,Cisco Switches 9477,Cisco,Branch-NY,Obsolete,57,1748,99636,17,57,7,2024-08-20,2022-07-20,36,Operations
ITEM1533,Switches,Cisco Switches 1787,Cisco,Branch-Chicago,Obsolete,29,988,28652,7,56,8,2024-07-16,2022-05-11,36,Finance
ITEM1534,Switches,Microsoft Switches 4030,Microsoft,Branch-Chicago,Allocated,16,600,9600,21,22,6,2024-02-26,2023-08-31,24,Engineering
ITEM1535,Switches,Microsoft Switches 6113,Microsoft,HQ-Warehouse,Allocated,56,418,23408,23,33,32,2024-10-08,2023-05-19,36,Operations
ITEM1536,Switches,Logitech Switches 5231,Logitech,HQ-Warehouse,Out of Stock,0,1480,0,20,30,16,2024-07-20,2023-05-24,12,Sales
ITEM1537,Switches,LG Switches 9564,LG,Branch-Seattle,Under Repair,54,2044,110376,17,26,8,2024-07-06,2022-04-05,24,HR
ITEM1538,Switches,Samsung Switches 7463,Samsung,Branch-LA,In Stock,24,1188,28512,11,43,15,2024-02-23,2023-01-23,48,Marketing
ITEM1539,Switches,Apple Switches 8114,Apple,Branch-LA,Allocated,81,2017,163377,16,62,23,2024-02-28,2023-05-05,48,Sales
ITEM1540,Switches,Samsung Switches 5531,Samsung,Branch-Seattle,In Stock,44,1795,78980,8,42,15,2024-02-23,2022-07-25,24,IT
ITEM1541,Switches,Dell Switches 9693,Dell,HQ-Warehouse,In Transit,49,248,12152,13,37,17,2024-04-25,2022-09-30,12,Sales
ITEM1542,Switches,LG Switches 4334,LG,Branch-Chicago,In Transit,24,698,16752,22,50,5,2024-03-19,2023-05-06,12,Marketing
ITEM1543,Switches,LG Switches 3507,LG,Branch-LA,Under Repair,59,1359,80181,21,56,33,2024-08-07,2023-01-19,12,HR
ITEM1544,Switches,Apple Switches 7820,Apple,Branch-Seattle,Under Repair,79,610,48190,6,60,27,2024-04-25,2024-01-06,12,Operations
ITEM1545,Switches,Apple Switches 6842,Apple,Remote-Stock,Out of Stock,0,1898,0,21,52,32,2024-03-26,2023-02-04,48,HR
ITEM1546,Switches,Samsung Switches 3518,Samsung,Branch-Chicago,Out of Stock,0,1798,0,13,26,27,2024-01-06,2022-01-01,12,Finance
ITEM1547,Switches,HP Switches 6312,HP,HQ-Warehouse,Under Repair,79,224,17696,9,37,33,2024-10-04,2024-09-03,24,Sales
ITEM1548,Switches,Samsung Switches 1300,Samsung,HQ-Warehouse,Under Repair,12,280,3360,12,59,6,2024-04-05,2024-08-14,24,Sales
ITEM1549,Switches,HP Switches 7867,HP,Branch-LA,Obsolete,58,989,57362,18,37,31,2024-07-16,2022-01-23,12,HR
ITEM1550,Switches,Dell Switches 1708,Dell,Branch-Seattle,Obsolete,22,496,10912,23,31,28,2024-10-01,2024-08-24,24,Finance
ITEM1551,Switches,Logitech Switches 2848,Logitech,Branch-Chicago,Out of Stock,0,147,0,8,43,14,2024-02-04,2022-01-29,48,Operations
