TransactionID,ItemID,TransactionDate,TransactionType,Quantity,UnitCost,Location,Department,Notes
TXN5035,ITEM1415,2024-06-05,Disposal,1,855,Branch-LA,IT,End of life
TXN5274,ITEM1435,2024-06-05,Disposal,2,273,Branch-Chicago,Operations,End of life
TXN5530,ITEM1455,2024-06-05,Disposal,1,482,Branch-Seattle,Operations,End of life
TXN6289,ITEM1518,2024-06-05,Purchase,6,1715,Branch-Chicago,Sales,
TXN6671,ITEM1552,2024-06-05,Disposal,10,539,Branch-LA,Operations,End of life
TXN7046,ITEM1582,2024-06-05,Transfer,2,779,Branch-Seattle,Sales,
TXN7318,ITEM1609,2024-06-05,Return,3,1709,Branch-Chicago,HR,Defective
TXN7703,ITEM1640,2024-06-05,Transfer,4,296,HQ-Warehouse,Marketing,
TXN8172,ITEM1677,2024-06-05,Disposal,1,235,Branch-Seattle,Finance,End of life
TXN69,ITEM1006,2024-06-06,Transfer,4,829,Branch-LA,Operations,
TXN139,ITEM1011,2024-06-06,Allocation,5,1244,Branch-LA,IT,
TXN152,ITEM1013,2024-06-06,Transfer,4,659,Branch-Seattle,Finance,
TXN194,ITEM1016,2024-06-06,Allocation,1,1098,Remote-Stock,Sales,
TXN530,ITEM1044,2024-06-06,Purchase,6,1374,Branch-Chicago,Operations,
TXN928,ITEM1077,2024-06-06,Transfer,8,1451,Remote-Stock,Sales,
TXN958,ITEM1079,2024-06-06,Disposal,9,1750,Branch-LA,Sales,End of life
TXN2395,ITEM1199,2024-06-06,Transfer,2,1239,Branch-Chicago,Finance,
TXN2810,ITEM1231,2024-06-06,Return,8,1485,Branch-NY,HR,Defective
TXN3166,ITEM1260,2024-06-06,Allocation,9,1111,HQ-Warehouse,Marketing,
TXN3428,ITEM1281,2024-06-06,Return,5,738,HQ-Warehouse,Finance,Defective
TXN3572,ITEM1293,2024-06-06,Transfer,4,1137,Branch-NY,IT,
TXN3835,ITEM1317,2024-06-06,Disposal,10,841,Branch-Seattle,Finance,End of life
TXN3876,ITEM1321,2024-06-06,Transfer,8,1880,Branch-LA,Sales,
TXN3926,ITEM1324,2024-06-06,Disposal,10,488,Branch-Seattle,IT,End of life
TXN4182,ITEM1347,2024-06-06,Return,5,688,Branch-LA,Operations,Defective
TXN4248,ITEM1351,2024-06-06,Allocation,1,1430,Branch-Chicago,Finance,
TXN4442,ITEM1367,2024-06-06,Return,3,1128,HQ-Warehouse,HR,Defective
TXN4557,ITEM1376,2024-06-06,Allocation,7,255,Branch-LA,Marketing,
TXN4913,ITEM1405,2024-06-06,Transfer,6,910,Branch-Seattle,HR,
TXN5137,ITEM1423,2024-06-06,Transfer,4,510,Branch-NY,Finance,
TXN5249,ITEM1433,2024-06-06,Disposal,1,2017,HQ-Warehouse,Operations,End of life
TXN5289,ITEM1437,2024-06-06,Disposal,2,1388,Branch-NY,HR,End of life
TXN6800,ITEM1563,2024-06-06,Allocation,5,1967,Branch-LA,Sales,
TXN6862,ITEM1566,2024-06-06,Return,10,1244,Remote-Stock,Finance,Defective
TXN8167,ITEM1676,2024-06-06,Purchase,1,1239,Branch-Chicago,Sales,
TXN547,ITEM1045,2024-06-07,Transfer,10,1067,Branch-Seattle,HR,
TXN681,ITEM1057,2024-06-07,Allocation,8,539,Branch-NY,HR,
TXN728,ITEM1061,2024-06-07,Purchase,4,1383,Branch-LA,Engineering,
TXN1216,ITEM1100,2024-06-07,Disposal,6,936,Remote-Stock,IT,End of life
TXN1601,ITEM1132,2024-06-07,Disposal,6,140,Branch-Seattle,Finance,End of life
TXN1725,ITEM1143,2024-06-07,Purchase,4,1581,HQ-Warehouse,HR,
TXN1902,ITEM1157,2024-06-07,Return,5,1428,Branch-NY,IT,Defective
TXN1916,ITEM1158,2024-06-07,Purchase,5,327,Branch-LA,Finance,
TXN2046,ITEM1170,2024-06-07,Purchase,6,1747,Branch-NY,Marketing,
TXN2312,ITEM1194,2024-06-07,Return,2,576,HQ-Warehouse,Engineering,Defective
TXN2366,ITEM1197,2024-06-07,Disposal,9,1642,Branch-Seattle,Sales,End of life
TXN2855,ITEM1235,2024-06-07,Return,10,583,Branch-Chicago,IT,Defective
TXN3338,ITEM1273,2024-06-07,Allocation,10,494,Branch-Chicago,Finance,
TXN3527,ITEM1288,2024-06-07,Purchase,1,834,Branch-LA,IT,
TXN4569,ITEM1378,2024-06-07,Disposal,7,1873,Branch-NY,Sales,End of life
TXN4770,ITEM1395,2024-06-07,Return,2,2053,Branch-Seattle,Marketing,Defective
TXN5068,ITEM1417,2024-06-07,Return,7,180,HQ-Warehouse,Operations,Defective
TXN5599,ITEM1461,2024-06-07,Disposal,5,1659,Branch-Seattle,Marketing,End of life
TXN5678,ITEM1469,2024-06-07,Transfer,7,1937,HQ-Warehouse,Engineering,
TXN6372,ITEM1525,2024-06-07,Return,7,927,Branch-Chicago,Marketing,Defective
TXN6767,ITEM1560,2024-06-07,Purchase,4,362,HQ-Warehouse,HR,
TXN6877,ITEM1568,2024-06-07,Allocation,2,1522,Branch-Seattle,Engineering,
TXN7393,ITEM1615,2024-06-07,Transfer,1,888,Branch-LA,Sales,
TXN7481,ITEM1622,2024-06-07,Transfer,4,1443,Branch-LA,Marketing,
TXN7541,ITEM1628,2024-06-07,Disposal,8,1608,Remote-Stock,Engineering,End of life
TXN7587,ITEM1631,2024-06-07,Disposal,7,1849,Branch-Chicago,Marketing,End of life
TXN8071,ITEM1668,2024-06-07,Allocation,10,687,Branch-Seattle,IT,
TXN572,ITEM1048,2024-06-08,Purchase,7,909,Branch-LA,Marketing,
TXN1104,ITEM1092,2024-06-08,Disposal,3,228,Remote-Stock,Finance,End of life
TXN1474,ITEM1120,2024-06-08,Purchase,8,308,HQ-Warehouse,Marketing,
TXN1776,ITEM1146,2024-06-08,Purchase,9,176,Branch-LA,Operations,
TXN2416,ITEM1201,2024-06-08,Return,1,441,Branch-Chicago,HR,Defective
TXN3134,ITEM1258,2024-06-08,Purchase,10,1865,Branch-LA,IT,
TXN3175,ITEM1260,2024-06-08,Return,6,1155,HQ-Warehouse,Marketing,Defective
TXN3222,ITEM1265,2024-06-08,Disposal,5,1172,HQ-Warehouse,IT,End of life
TXN3963,ITEM1328,2024-06-08,Return,5,761,Branch-LA,HR,Defective
TXN3979,ITEM1329,2024-06-08,Transfer,7,348,Branch-LA,Finance,
TXN4421,ITEM1365,2024-06-08,Purchase,2,1268,Remote-Stock,Finance,
TXN4984,ITEM1411,2024-06-08,Disposal,3,1183,Branch-NY,IT,End of life
TXN4999,ITEM1412,2024-06-08,Return,3,558,Branch-LA,Engineering,Defective
TXN5146,ITEM1423,2024-06-08,Purchase,4,498,Branch-NY,Finance,
TXN6292,ITEM1518,2024-06-08,Purchase,8,1664,Branch-Chicago,Sales,
TXN6594,ITEM1545,2024-06-08,Return,8,1894,Remote-Stock,HR,Defective
TXN6669,ITEM1552,2024-06-08,Purchase,8,465,Branch-LA,Operations,
TXN7990,ITEM1661,2024-06-08,Return,4,730,Branch-NY,IT,Defective
TXN207,ITEM1017,2024-06-09,Disposal,8,765,Branch-Seattle,HR,End of life
TXN700,ITEM1058,2024-06-09,Disposal,6,390,Branch-Seattle,Sales,End of life
TXN704,ITEM1058,2024-06-09,Return,9,451,Branch-Seattle,Sales,Defective
TXN1545,ITEM1128,2024-06-09,Purchase,8,1209,Branch-Seattle,HR,
TXN1638,ITEM1136,2024-06-09,Purchase,2,349,Branch-LA,Marketing,
TXN1679,ITEM1139,2024-06-09,Transfer,9,1519,Branch-LA,Operations,
TXN1993,ITEM1164,2024-06-09,Purchase,9,1977,Branch-Chicago,IT,
TXN2053,ITEM1171,2024-06-09,Return,7,1942,Branch-Seattle,Operations,Defective
TXN2164,ITEM1180,2024-06-09,Allocation,8,685,Remote-Stock,Sales,
TXN2849,ITEM1234,2024-06-09,Transfer,2,901,Branch-LA,Finance,
TXN3089,ITEM1253,2024-06-09,Disposal,10,1524,Branch-LA,Marketing,End of life
TXN3262,ITEM1268,2024-06-09,Allocation,8,1458,Remote-Stock,Engineering,
TXN3440,ITEM1281,2024-06-09,Allocation,7,767,HQ-Warehouse,Finance,
TXN3522,ITEM1287,2024-06-09,Allocation,7,1761,Branch-LA,Sales,
TXN3546,ITEM1291,2024-06-09,Transfer,5,1402,Branch-NY,Marketing,
TXN3909,ITEM1323,2024-06-09,Return,3,487,Branch-NY,Sales,Defective
TXN4789,ITEM1397,2024-06-09,Return,7,210,Branch-Seattle,Sales,Defective
TXN4912,ITEM1405,2024-06-09,Transfer,5,862,Branch-Seattle,HR,
TXN5140,ITEM1423,2024-06-09,Disposal,7,510,Branch-NY,Finance,End of life
TXN5269,ITEM1435,2024-06-09,Allocation,4,340,Branch-Chicago,Operations,
TXN5600,ITEM1461,2024-06-09,Purchase,6,1587,Branch-Seattle,Marketing,
TXN5752,ITEM1473,2024-06-09,Transfer,1,487,Branch-Seattle,HR,
TXN5861,ITEM1483,2024-06-09,Disposal,4,262,HQ-Warehouse,Engineering,End of life
TXN6996,ITEM1578,2024-06-09,Purchase,8,976,Branch-LA,Marketing,
TXN7067,ITEM1585,2024-06-09,Purchase,3,1429,Remote-Stock,Engineering,
TXN7121,ITEM1589,2024-06-09,Transfer,9,680,Branch-Seattle,Engineering,
TXN7671,ITEM1637,2024-06-09,Return,7,1531,Remote-Stock,Operations,Defective
TXN7730,ITEM1642,2024-06-09,Disposal,9,974,Branch-NY,Finance,End of life
TXN707,ITEM1058,2024-06-10,Transfer,1,450,Branch-Seattle,Sales,
TXN749,ITEM1063,2024-06-10,Transfer,10,645,Branch-LA,Engineering,
TXN1166,ITEM1095,2024-06-10,Disposal,6,1813,Branch-LA,Engineering,End of life
TXN1820,ITEM1151,2024-06-10,Allocation,8,1967,Remote-Stock,Marketing,
TXN2031,ITEM1168,2024-06-10,Transfer,1,1930,Branch-Chicago,Operations,
TXN2414,ITEM1201,2024-06-10,Return,9,438,Branch-Chicago,HR,Defective
TXN2492,ITEM1207,2024-06-10,Return,10,206,Branch-Seattle,Finance,Defective
TXN2840,ITEM1233,2024-06-10,Disposal,1,387,Branch-Chicago,Engineering,End of life
TXN3623,ITEM1296,2024-06-10,Disposal,10,753,Branch-NY,Marketing,End of life
TXN3689,ITEM1302,2024-06-10,Return,8,1384,Branch-Chicago,Marketing,Defective
TXN4738,ITEM1393,2024-06-10,Return,7,1253,Branch-LA,IT,Defective
TXN4814,ITEM1398,2024-06-10,Allocation,2,1420,Branch-LA,IT,
TXN5277,ITEM1435,2024-06-10,Transfer,8,278,Branch-Chicago,Operations,
TXN5859,ITEM1482,2024-06-10,Return,5,1114,HQ-Warehouse,Finance,Defective
TXN6095,ITEM1503,2024-06-10,Allocation,4,372,HQ-Warehouse,Marketing,
TXN6166,ITEM1509,2024-06-10,Purchase,1,1291,Remote-Stock,Marketing,
TXN6275,ITEM1517,2024-06-10,Purchase,7,408,Branch-Seattle,HR,
TXN6758,ITEM1559,2024-06-10,Transfer,3,242,Remote-Stock,Sales,
TXN6867,ITEM1567,2024-06-10,Transfer,3,822,HQ-Warehouse,Operations,
TXN7155,ITEM1593,2024-06-10,Disposal,9,637,Branch-LA,Operations,End of life
TXN225,ITEM1018,2024-06-11,Transfer,1,476,Branch-NY,Engineering,
TXN235,ITEM1020,2024-06-11,Allocation,9,538,Branch-Seattle,Sales,
TXN1591,ITEM1130,2024-06-11,Purchase,2,748,Branch-NY,HR,
TXN1661,ITEM1138,2024-06-11,Purchase,8,1828,Remote-Stock,Operations,
TXN1680,ITEM1139,2024-06-11,Return,1,1504,Branch-LA,Operations,Defective
TXN2437,ITEM1202,2024-06-11,Purchase,2,354,Remote-Stock,Operations,
TXN3364,ITEM1275,2024-06-11,Disposal,4,226,Branch-Chicago,Marketing,End of life
TXN3743,ITEM1309,2024-06-11,Disposal,2,388,Branch-LA,Finance,End of life
TXN3869,ITEM1320,2024-06-11,Disposal,7,330,Remote-Stock,Operations,End of life
TXN4035,ITEM1335,2024-06-11,Allocation,1,736,Branch-NY,Finance,
TXN4730,ITEM1393,2024-06-11,Disposal,3,1242,Branch-LA,IT,End of life
TXN5087,ITEM1419,2024-06-11,Purchase,4,196,Branch-Seattle,Engineering,
TXN5108,ITEM1421,2024-06-11,Transfer,8,1173,Branch-LA,Marketing,
TXN5500,ITEM1453,2024-06-11,Allocation,3,705,Branch-LA,Sales,
TXN5532,ITEM1455,2024-06-11,Disposal,6,477,Branch-Seattle,Operations,End of life
TXN5707,ITEM1470,2024-06-11,Purchase,8,404,Branch-Chicago,Engineering,
TXN5848,ITEM1481,2024-06-11,Allocation,1,2046,HQ-Warehouse,Sales,
TXN5923,ITEM1487,2024-06-11,Allocation,4,898,Branch-Chicago,HR,
TXN8133,ITEM1673,2024-06-11,Allocation,7,1593,Branch-Seattle,Operations,
TXN747,ITEM1063,2024-06-12,Disposal,1,660,Branch-LA,Engineering,End of life
TXN1071,ITEM1090,2024-06-12,Allocation,8,1556,Branch-LA,IT,
TXN1318,ITEM1108,2024-06-12,Return,9,722,Branch-Seattle,Engineering,Defective
TXN1402,ITEM1114,2024-06-12,Disposal,6,1615,Remote-Stock,Engineering,End of life
TXN1987,ITEM1164,2024-06-12,Allocation,6,2014,Branch-Chicago,IT,
TXN2718,ITEM1224,2024-06-12,Allocation,4,384,HQ-Warehouse,Sales,
TXN2719,ITEM1224,2024-06-12,Allocation,4,412,HQ-Warehouse,Sales,
TXN2785,ITEM1229,2024-06-12,Allocation,1,502,Branch-NY,Sales,
TXN3084,ITEM1253,2024-06-12,Return,1,1538,Branch-LA,Marketing,Defective
TXN4101,ITEM1339,2024-06-12,Disposal,4,1715,Branch-Seattle,Sales,End of life
TXN4629,ITEM1384,2024-06-12,Disposal,7,592,Branch-NY,HR,End of life
TXN5157,ITEM1424,2024-06-12,Return,8,667,Branch-Chicago,IT,Defective
TXN5891,ITEM1485,2024-06-12,Transfer,2,403,Branch-NY,Engineering,
TXN6371,ITEM1525,2024-06-12,Allocation,9,908,Branch-Chicago,Marketing,
TXN6387,ITEM1527,2024-06-12,Transfer,8,811,Branch-Seattle,Finance,
TXN6729,ITEM1558,2024-06-12,Return,9,1314,Branch-NY,Marketing,Defective
TXN7042,ITEM1582,2024-06-12,Allocation,10,803,Branch-Seattle,Sales,
TXN7800,ITEM1648,2024-06-12,Return,7,159,Branch-LA,IT,Defective
TXN8077,ITEM1669,2024-06-12,Purchase,6,2028,Branch-Seattle,Operations,
TXN91,ITEM1008,2024-06-13,Allocation,4,1979,Branch-Chicago,Marketing,
TXN518,ITEM1043,2024-06-13,Allocation,2,1098,Branch-LA,Sales,
TXN791,ITEM1066,2024-06-13,Transfer,10,1423,Branch-LA,HR,
TXN1169,ITEM1095,2024-06-13,Disposal,3,1809,Branch-LA,Engineering,End of life
TXN1245,ITEM1103,2024-06-13,Allocation,9,1867,Branch-Chicago,IT,
TXN1981,ITEM1164,2024-06-13,Allocation,10,1956,Branch-Chicago,IT,
TXN3548,ITEM1291,2024-06-13,Disposal,7,1361,Branch-NY,Marketing,End of life
TXN3633,ITEM1297,2024-06-13,Allocation,4,1587,Remote-Stock,HR,
TXN3662,ITEM1300,2024-06-13,Transfer,8,390,Branch-LA,IT,
TXN3968,ITEM1328,2024-06-13,Allocation,6,730,Branch-LA,HR,
TXN4766,ITEM1395,2024-06-13,Return,10,2003,Branch-Seattle,Marketing,Defective
TXN4940,ITEM1408,2024-06-13,Allocation,5,174,Remote-Stock,IT,
TXN5070,ITEM1417,2024-06-13,Allocation,1,194,HQ-Warehouse,Operations,
TXN6165,ITEM1509,2024-06-13,Purchase,6,1251,Remote-Stock,Marketing,
TXN6304,ITEM1519,2024-06-13,Disposal,3,1817,Branch-Chicago,Engineering,End of life
TXN7634,ITEM1634,2024-06-13,Allocation,5,273,HQ-Warehouse,Engineering,
TXN7888,ITEM1654,2024-06-13,Disposal,2,129,Branch-NY,Finance,End of life
TXN8163,ITEM1675,2024-06-13,Purchase,6,1558,Branch-NY,Operations,
TXN354,ITEM1028,2024-06-14,Return,6,1772,Branch-NY,Sales,Defective
TXN564,ITEM1047,2024-06-14,Purchase,3,1257,Branch-NY,IT,
TXN725,ITEM1060,2024-06-14,Disposal,8,1691,Branch-Chicago,Sales,End of life
TXN1158,ITEM1095,2024-06-14,Return,9,1732,Branch-LA,Engineering,Defective
TXN1889,ITEM1156,2024-06-14,Allocation,5,787,Branch-NY,IT,
TXN1907,ITEM1157,2024-06-14,Return,10,1469,Branch-NY,IT,Defective
TXN2353,ITEM1196,2024-06-14,Transfer,5,466,Remote-Stock,HR,
TXN2631,ITEM1217,2024-06-14,Return,1,390,Branch-Chicago,HR,Defective
TXN2824,ITEM1232,2024-06-14,Disposal,9,1424,Branch-Seattle,Finance,End of life
TXN2861,ITEM1235,2024-06-14,Allocation,4,551,Branch-Chicago,IT,
TXN3138,ITEM1258,2024-06-14,Disposal,1,1857,Branch-LA,IT,End of life
TXN3606,ITEM1295,2024-06-14,Return,2,2014,Branch-Chicago,Finance,Defective
TXN3682,ITEM1302,2024-06-14,Allocation,10,1371,Branch-Chicago,Marketing,
TXN4005,ITEM1331,2024-06-14,Allocation,3,1502,Branch-Seattle,Operations,
TXN4086,ITEM1339,2024-06-14,Disposal,1,1689,Branch-Seattle,Sales,End of life
TXN4604,ITEM1382,2024-06-14,Disposal,9,1661,HQ-Warehouse,IT,End of life
TXN4605,ITEM1382,2024-06-14,Allocation,10,1672,HQ-Warehouse,IT,
TXN4724,ITEM1392,2024-06-14,Return,4,773,Branch-LA,Engineering,Defective
TXN5215,ITEM1429,2024-06-14,Return,6,885,Branch-NY,Engineering,Defective
TXN5830,ITEM1480,2024-06-14,Disposal,8,1727,HQ-Warehouse,Marketing,End of life
TXN5997,ITEM1494,2024-06-14,Return,2,1014,Branch-LA,Sales,Defective
TXN6345,ITEM1522,2024-06-14,Purchase,5,710,Remote-Stock,Marketing,
TXN7575,ITEM1630,2024-06-14,Transfer,1,374,Branch-Chicago,Operations,
TXN7622,ITEM1633,2024-06-14,Purchase,8,134,HQ-Warehouse,Marketing,
TXN7976,ITEM1660,2024-06-14,Disposal,10,538,Branch-LA,Marketing,End of life
TXN8008,ITEM1663,2024-06-14,Purchase,6,1426,Branch-LA,Sales,
TXN8176,ITEM1677,2024-06-14,Disposal,1,276,Branch-Seattle,Finance,End of life
TXN211,ITEM1017,2024-06-15,Transfer,2,779,Branch-Seattle,HR,
TXN468,ITEM1039,2024-06-15,Purchase,2,1112,Branch-Seattle,Operations,
TXN2216,ITEM1186,2024-06-15,Disposal,4,1581,Branch-Seattle,IT,End of life
TXN3771,ITEM1312,2024-06-15,Return,9,160,HQ-Warehouse,Operations,Defective
TXN5541,ITEM1456,2024-06-15,Return,9,1211,Branch-NY,IT,Defective
TXN5642,ITEM1465,2024-06-15,Allocation,3,1115,Remote-Stock,HR,
TXN5808,ITEM1478,2024-06-15,Disposal,8,254,Branch-Chicago,Engineering,End of life
TXN7483,ITEM1622,2024-06-15,Allocation,5,1373,Branch-LA,Marketing,
TXN7813,ITEM1649,2024-06-15,Transfer,1,1021,Branch-Chicago,Finance,
TXN331,ITEM1027,2024-06-16,Transfer,1,1276,Branch-Chicago,Operations,
TXN1014,ITEM1083,2024-06-16,Allocation,4,2105,Remote-Stock,Operations,
TXN1464,ITEM1120,2024-06-16,Return,4,232,HQ-Warehouse,Marketing,Defective
TXN1646,ITEM1136,2024-06-16,Disposal,6,383,Branch-LA,Marketing,End of life
TXN2439,ITEM1203,2024-06-16,Allocation,10,440,Branch-Chicago,Sales,
TXN2578,ITEM1214,2024-06-16,Transfer,8,1052,Remote-Stock,Finance,
TXN3567,ITEM1292,2024-06-16,Disposal,10,686,Branch-Chicago,Operations,End of life
TXN4286,ITEM1354,2024-06-16,Allocation,1,955,Branch-LA,Marketing,
TXN4589,ITEM1381,2024-06-16,Disposal,10,616,HQ-Warehouse,HR,End of life
TXN5311,ITEM1438,2024-06-16,Return,6,266,Remote-Stock,Operations,Defective
TXN5879,ITEM1484,2024-06-16,Allocation,4,1265,Branch-NY,HR,
TXN5937,ITEM1488,2024-06-16,Return,7,1257,HQ-Warehouse,Engineering,Defective
TXN6130,ITEM1506,2024-06-16,Transfer,6,367,Branch-Seattle,HR,
TXN6369,ITEM1525,2024-06-16,Disposal,8,937,Branch-Chicago,Marketing,End of life
TXN6555,ITEM1542,2024-06-16,Return,8,720,Branch-Chicago,Marketing,Defective
TXN7027,ITEM1581,2024-06-16,Transfer,8,178,Branch-Chicago,Engineering,
TXN7098,ITEM1587,2024-06-16,Transfer,10,1574,Branch-Seattle,Sales,
TXN7391,ITEM1615,2024-06-16,Disposal,5,875,Branch-LA,Sales,End of life
TXN7641,ITEM1635,2024-06-16,Allocation,4,1874,HQ-Warehouse,Marketing,
TXN7656,ITEM1636,2024-06-16,Purchase,4,181,Branch-LA,Sales,
TXN7796,ITEM1648,2024-06-16,Purchase,5,106,Branch-LA,IT,
TXN7823,ITEM1649,2024-06-16,Allocation,1,1065,Branch-Chicago,Finance,
TXN8105,ITEM1671,2024-06-16,Return,8,1532,HQ-Warehouse,Engineering,Defective
TXN497,ITEM1041,2024-06-17,Disposal,3,380,Branch-Seattle,Operations,End of life
TXN623,ITEM1052,2024-06-17,Purchase,4,2098,Branch-Chicago,Operations,
TXN765,ITEM1064,2024-06-17,Disposal,9,576,Branch-Seattle,Marketing,End of life
TXN1546,ITEM1128,2024-06-17,Transfer,4,1145,Branch-Seattle,HR,
TXN1878,ITEM1155,2024-06-17,Return,8,923,Remote-Stock,IT,Defective
TXN2124,ITEM1177,2024-06-17,Disposal,10,1099,Remote-Stock,Sales,End of life
TXN2375,ITEM1198,2024-06-17,Allocation,1,1511,Branch-NY,Sales,
TXN2949,ITEM1242,2024-06-17,Transfer,1,154,Branch-Seattle,IT,
TXN3316,ITEM1271,2024-06-17,Purchase,2,478,Branch-Seattle,Engineering,
TXN3530,ITEM1289,2024-06-17,Allocation,9,1362,HQ-Warehouse,IT,
TXN3727,ITEM1307,2024-06-17,Transfer,1,1351,Branch-LA,Engineering,
TXN4554,ITEM1376,2024-06-17,Return,2,230,Branch-LA,Marketing,Defective
TXN5031,ITEM1414,2024-06-17,Allocation,6,769,Remote-Stock,Engineering,
TXN5736,ITEM1472,2024-06-17,Return,1,1799,Branch-NY,Marketing,Defective
TXN5836,ITEM1481,2024-06-17,Transfer,2,2057,HQ-Warehouse,Sales,
TXN6142,ITEM1507,2024-06-17,Allocation,1,785,Branch-Chicago,Engineering,
TXN6672,ITEM1552,2024-06-17,Return,1,539,Branch-LA,Operations,Defective
TXN7080,ITEM1586,2024-06-17,Transfer,10,1928,Remote-Stock,Finance,
TXN7107,ITEM1588,2024-06-17,Purchase,10,1425,Branch-LA,Finance,
TXN7600,ITEM1632,2024-06-17,Transfer,3,1032,Branch-LA,Operations,
TXN469,ITEM1039,2024-06-18,Transfer,5,1128,Branch-Seattle,Operations,
TXN750,ITEM1063,2024-06-18,Purchase,7,675,Branch-LA,Engineering,
TXN957,ITEM1079,2024-06-18,Allocation,7,1759,Branch-LA,Sales,
TXN1089,ITEM1091,2024-06-18,Allocation,7,1670,Branch-NY,IT,
TXN1098,ITEM1091,2024-06-18,Return,1,1682,Branch-NY,IT,Defective
TXN1912,ITEM1158,2024-06-18,Allocation,9,328,Branch-LA,Finance,
TXN2191,ITEM1184,2024-06-18,Disposal,10,922,Branch-Seattle,HR,End of life
TXN3022,ITEM1247,2024-06-18,Return,4,2073,Branch-Seattle,HR,Defective
TXN3038,ITEM1249,2024-06-18,Purchase,3,125,Branch-NY,Operations,
TXN3114,ITEM1255,2024-06-18,Return,2,560,Branch-Seattle,Operations,Defective
TXN3275,ITEM1268,2024-06-18,Transfer,10,1406,Remote-Stock,Engineering,
TXN3376,ITEM1276,2024-06-18,Purchase,7,1856,Branch-Seattle,Finance,
TXN3707,ITEM1305,2024-06-18,Purchase,9,1526,Remote-Stock,IT,
TXN3862,ITEM1320,2024-06-18,Allocation,8,371,Remote-Stock,Operations,
TXN4049,ITEM1335,2024-06-18,Allocation,3,690,Branch-NY,Finance,
TXN4622,ITEM1383,2024-06-18,Transfer,6,1893,Branch-Chicago,Finance,
TXN5207,ITEM1428,2024-06-18,Allocation,4,1279,HQ-Warehouse,Engineering,
TXN6269,ITEM1517,2024-06-18,Purchase,10,373,Branch-Seattle,HR,
TXN6362,ITEM1524,2024-06-18,Disposal,5,773,Branch-NY,Marketing,End of life
TXN6520,ITEM1539,2024-06-18,Return,10,2030,Branch-LA,Sales,Defective
TXN6635,ITEM1549,2024-06-18,Disposal,3,1004,Branch-LA,HR,End of life
TXN7205,ITEM1598,2024-06-18,Disposal,2,1517,HQ-Warehouse,Finance,End of life
TXN7563,ITEM1629,2024-06-18,Transfer,3,2066,Branch-LA,Engineering,
TXN7741,ITEM1642,2024-06-18,Return,6,975,Branch-NY,Finance,Defective
TXN8024,ITEM1664,2024-06-18,Purchase,1,1702,Branch-Chicago,Finance,
TXN2472,ITEM1205,2024-06-19,Allocation,3,1823,Branch-Chicago,IT,
TXN2543,ITEM1211,2024-06-19,Disposal,7,1948,Branch-LA,Finance,End of life
TXN2775,ITEM1228,2024-06-19,Disposal,8,462,Remote-Stock,Engineering,End of life
TXN2841,ITEM1233,2024-06-19,Purchase,1,348,Branch-Chicago,Engineering,
TXN2912,ITEM1240,2024-06-19,Transfer,4,1089,Branch-Chicago,Engineering,
TXN3167,ITEM1260,2024-06-19,Disposal,10,1111,HQ-Warehouse,Marketing,End of life
TXN3445,ITEM1282,2024-06-19,Return,8,787,Remote-Stock,Engineering,Defective
TXN4444,ITEM1367,2024-06-19,Purchase,2,1056,HQ-Warehouse,HR,
TXN4966,ITEM1410,2024-06-19,Purchase,2,450,Remote-Stock,Sales,
TXN5029,ITEM1414,2024-06-19,Allocation,1,808,Remote-Stock,Engineering,
TXN5495,ITEM1453,2024-06-19,Return,6,658,Branch-LA,Sales,Defective
TXN5659,ITEM1466,2024-06-19,Allocation,3,2091,Branch-Seattle,IT,
TXN6033,ITEM1497,2024-06-19,Transfer,4,1359,Remote-Stock,Engineering,
TXN6854,ITEM1566,2024-06-19,Return,6,1250,Remote-Stock,Finance,Defective
TXN7053,ITEM1583,2024-06-19,Transfer,4,1714,Branch-Seattle,IT,
TXN7163,ITEM1594,2024-06-19,Disposal,3,1786,Branch-LA,Operations,End of life
TXN7385,ITEM1614,2024-06-19,Purchase,4,1037,Branch-Chicago,HR,
TXN7655,ITEM1636,2024-06-19,Transfer,7,180,Branch-LA,Sales,
TXN8102,ITEM1671,2024-06-19,Disposal,6,1524,HQ-Warehouse,Engineering,End of life
TXN1131,ITEM1093,2024-06-20,Allocation,4,2010,Branch-Seattle,Sales,
TXN1231,ITEM1101,2024-06-20,Allocation,1,188,Remote-Stock,HR,
TXN1236,ITEM1101,2024-06-20,Disposal,8,166,Remote-Stock,HR,End of life
TXN1843,ITEM1153,2024-06-20,Purchase,6,879,Branch-Chicago,Operations,
TXN1901,ITEM1157,2024-06-20,Allocation,4,1468,Branch-NY,IT,
TXN1959,ITEM1162,2024-06-20,Purchase,8,215,HQ-Warehouse,HR,
TXN2104,ITEM1175,2024-06-20,Disposal,10,232,Branch-NY,Finance,End of life
TXN2413,ITEM1201,2024-06-20,Transfer,10,440,Branch-Chicago,HR,
TXN2593,ITEM1215,2024-06-20,Allocation,2,576,Branch-Chicago,Engineering,
TXN3582,ITEM1294,2024-06-20,Return,10,2048,Remote-Stock,Engineering,Defective
TXN4028,ITEM1334,2024-06-20,Return,6,341,Branch-Chicago,HR,Defective
TXN5559,ITEM1457,2024-06-20,Purchase,2,752,Branch-Chicago,Sales,
TXN5871,ITEM1483,2024-06-20,Allocation,2,323,HQ-Warehouse,Engineering,
